0,4,5,0
11,5,17,1
55,17,73,0
0,1,2,1
0,2,3,1
3,0,4,0
1,1,3,1
4,3,8,1
1,0,2,1
8,2,11,1
0,1,2,1
11,2,14,0
73,14,88,0
1,1,3,1
3,1,5,1
5,0,6,0
6,0,7,0
1,0,2,1
2,1,4,1
7,4,12,1
0,1,2,1
2,0,3,1
1,1,3,1
1,0,2,1
0,1,2,1
1,2,4,1
1,4,6,1
2,6,9,1
3,9,13,1
13,0,14,0
1,14,16,0
3,16,20,0
1,20,22,0
12,22,35,1
88,35,124,1
49,124,174,1
1,0,2,1
0,2,3,1
0,1,2,1
3,2,6,1
0,1,2,1
2,0,3,1
3,1,5,1
5,0,6,0
1,0,2,1
6,2,9,1
6,9,16,1
0,1,2,1
2,0,3,1
1,0,2,1
3,2,6,1
16,6,23,1
1,0,2,1
0,2,3,1
3,1,5,1
0,1,2,1
5,2,8,1
8,0,9,0
1,0,2,1
2,0,3,1
9,3,13,1
23,13,37,1
1,1,3,1
37,3,41,0
1,1,3,1
1,0,2,1
2,0,3,1
0,3,4,0
3,4,8,1
41,8,50,0
1,0,2,1
2,0,3,1
1,0,2,1
0,1,2,1
1,2,4,1
1,0,2,1
4,2,7,1
2,7,10,1
3,10,14,1
1,14,16,0
50,16,67,1
174,67,242,1
1,0,2,1
1,0,2,1
1,2,4,1
4,0,5,0
2,5,8,1
242,8,251,0
87,251,339,1
0,1,2,1
0,2,3,1
3,0,4,0
0,1,2,1
4,2,7,1
7,0,8,0
1,0,2,1
1,2,4,1
0,4,5,0
1,0,2,1
2,0,3,1
0,1,2,1
0,1,2,1
2,2,5,1
3,5,9,1
5,9,15,1
0,1,2,1
0,2,3,1
1,0,2,1
3,2,6,1
0,6,7,0
0,7,8,0
15,8,24,1
0,1,2,1
0,1,2,1
2,2,5,1
24,5,30,0
8,30,39,0
1,0,2,1
0,2,3,1
1,0,2,1
3,2,6,1
6,1,8,0
0,1,2,1
1,0,2,1
2,2,5,1
5,0,6,0
6,1,8,0
8,8,17,1
1,0,2,1
1,0,2,1
0,1,2,1
2,0,3,1
3,0,4,0
2,4,7,1
0,1,2,1
2,0,3,1
7,3,11,1
11,1,13,0
2,13,16,0
1,0,2,1
16,2,19,0
0,19,20,0
0,1,2,1
20,2,23,0
17,23,41,1
1,41,43,0
1,0,2,1
0,1,2,1
2,0,3,1
0,3,4,0
2,4,7,1
43,7,51,0
39,51,91,1
0,1,2,1
1,2,4,1
1,0,2,1
2,0,3,1
4,3,8,1
1,1,3,1
0,1,2,1
0,1,2,1
2,0,3,1
2,3,6,1
3,6,10,1
8,10,19,1
0,1,2,1
1,0,2,1
1,2,4,1
1,1,3,1
3,1,5,1
0,5,6,0
6,0,7,0
4,7,12,1
1,0,2,1
0,2,3,1
0,3,4,0
1,4,6,1
6,0,7,0
0,1,2,1
7,2,10,1
0,1,2,1
1,1,3,1
1,0,2,1
1,2,4,1
3,4,8,1
2,8,11,1
0,1,2,1
2,1,4,1
1,0,2,1
4,2,7,1
7,0,8,0
0,8,9,0
11,9,21,1
10,21,32,1
12,32,45,1
2,45,48,0
19,48,68,1
1,1,3,1
1,3,5,1
1,0,2,1
1,0,2,1
2,2,5,1
0,5,6,0
6,0,7,0
7,1,9,0
5,9,15,1
15,0,16,0
68,16,85,0
91,85,177,1
0,1,2,1
0,1,2,1
1,0,2,1
2,2,5,1
2,5,8,1
177,8,186,0
1,1,3,1
3,0,4,0
0,1,2,1
0,1,2,1
1,0,2,1
2,2,5,1
2,5,8,1
8,1,10,0
10,0,11,0
4,11,16,1
0,1,2,1
16,2,19,0
186,19,206,0
339,206,546,1
1,1,3,1
1,0,2,1
2,1,4,1
1,4,6,1
3,6,10,1
1,1,3,1
3,1,5,1
5,0,6,0
0,1,2,1
0,2,3,1
0,3,4,0
6,4,11,1
0,1,2,1
2,0,3,1
11,3,15,1
10,15,26,1
0,1,2,1
2,0,3,1
0,1,2,1
3,2,6,1
26,6,33,0
33,0,34,0
1,34,36,0
0,1,2,1
2,0,3,1
3,0,4,0
36,4,41,0
1,0,2,1
0,2,3,1
0,3,4,0
1,0,2,1
0,2,3,1
3,1,5,1
4,5,10,1
41,10,52,0
0,1,2,1
0,2,3,1
3,0,4,0
4,0,5,0
1,5,7,1
1,0,2,1
2,0,3,1
3,0,4,0
1,4,6,1
6,0,7,0
7,1,9,0
1,1,3,1
3,0,4,0
1,0,2,1
1,2,4,1
4,4,9,1
0,9,10,0
0,10,11,0
11,1,13,0
0,1,2,1
2,0,3,1
13,3,17,0
9,17,27,1
7,27,35,0
52,35,88,1
546,88,635,0
1,0,2,1
1,0,2,1
1,2,4,1
2,4,7,1
0,7,8,0
0,1,2,1
2,0,3,1
0,3,4,0
8,4,13,1
1,0,2,1
0,2,3,1
0,1,2,1
2,1,4,1
0,4,5,0
0,1,2,1
0,2,3,1
0,1,2,1
2,0,3,1
3,3,7,1
0,1,2,1
2,1,4,1
7,4,12,1
0,12,13,0
13,0,14,0
5,14,20,1
3,20,24,0
13,24,38,1
635,38,674,0
0,1,2,1
1,0,2,1
0,1,2,1
2,2,5,1
1,5,7,1
2,7,10,1
10,0,11,0
11,1,13,0
1,0,2,1
0,1,2,1
2,2,5,1
1,1,3,1
3,1,5,1
1,1,3,1
1,3,5,1
5,5,11,1
5,11,17,1
13,17,31,1
31,1,33,0
1,0,2,1
2,1,4,1
0,4,5,0
0,1,2,1
1,0,2,1
1,0,2,1
2,2,5,1
2,5,8,1
1,1,3,1
3,0,4,0
1,4,6,1
0,6,7,0
1,0,2,1
0,2,3,1
1,3,5,1
7,5,13,1
13,0,14,0
8,14,23,1
0,1,2,1
0,2,3,1
3,0,4,0
4,0,5,0
1,0,2,1
1,2,4,1
1,0,2,1
2,0,3,1
4,3,8,1
5,8,14,1
14,1,16,0
1,0,2,1
1,2,4,1
0,4,5,0
0,5,6,0
0,1,2,1
2,0,3,1
1,3,5,1
6,5,12,1
16,12,29,1
1,29,31,0
0,1,2,1
2,0,3,1
3,0,4,0
1,1,3,1
1,1,3,1
3,1,5,1
1,0,2,1
0,2,3,1
5,3,9,1
3,9,13,1
4,13,18,1
31,18,50,1
23,50,74,1
1,1,3,1
3,1,5,1
1,1,3,1
3,1,5,1
5,5,11,1
74,11,86,0
5,86,92,0
0,1,2,1
2,0,3,1
0,3,4,0
4,0,5,0
1,5,7,1
0,1,2,1
1,1,3,1
2,3,6,1
1,6,8,0
8,0,9,0
0,9,10,0
7,10,18,1
18,1,20,0
0,1,2,1
0,2,3,1
3,1,5,1
0,1,2,1
2,0,3,1
0,3,4,0
0,1,2,1
2,0,3,1
0,3,4,0
1,4,6,1
0,1,2,1
0,1,2,1
2,2,5,1
6,5,12,1
4,12,17,1
5,17,23,1
23,0,24,0
20,24,45,1
1,1,3,1
1,0,2,1
2,0,3,1
3,0,4,0
1,4,6,1
0,6,7,0
3,7,11,1
45,11,57,0
92,57,150,1
0,1,2,1
1,0,2,1
0,2,3,1
0,3,4,0
0,1,2,1
0,2,3,1
4,3,8,1
0,1,2,1
2,0,3,1
3,1,5,1
0,5,6,0
1,0,2,1
0,1,2,1
2,0,3,1
3,0,4,0
2,4,7,1
6,7,14,1
8,14,23,1
2,23,26,0
0,1,2,1
0,2,3,1
3,1,5,1
0,5,6,0
0,1,2,1
1,2,4,1
6,4,11,1
26,11,38,1
1,1,3,1
3,1,5,1
1,5,7,1
0,1,2,1
0,2,3,1
7,3,11,1
38,11,50,0
150,50,201,1
33,201,235,0
1,0,2,1
2,0,3,1
0,1,2,1
3,2,6,1
6,0,7,0
0,1,2,1
2,0,3,1
0,1,2,1
0,2,3,1
3,3,7,1
1,7,9,0
7,9,17,1
0,1,2,1
2,1,4,1
0,1,2,1
0,2,3,1
0,1,2,1
3,2,6,1
4,6,11,1
11,1,13,0
1,0,2,1
1,2,4,1
0,4,5,0
0,1,2,1
5,2,8,1
13,8,22,1
1,0,2,1
2,1,4,1
1,0,2,1
1,1,3,1
2,3,6,1
6,0,7,0
4,7,12,1
1,0,2,1
2,0,3,1
0,3,4,0
4,0,5,0
5,0,6,0
0,1,2,1
0,2,3,1
1,0,2,1
2,0,3,1
3,3,7,1
1,1,3,1
3,0,4,0
7,4,12,1
6,12,19,1
12,19,32,1
0,32,33,0
1,0,2,1
1,2,4,1
0,1,2,1
2,1,4,1
4,4,9,1
33,9,43,0
22,43,66,1
66,0,67,0
67,1,69,0
1,69,71,0
17,71,89,0
235,89,325,1
674,325,1000,1
---1,0,2,1
2,0,3,1
3,0,4,0
0,1,2,1
4,2,7,1
1,0,2,1
0,2,3,1
7,3,11,1
1,1,3,1
0,3,4,0
1,4,6,1
1,0,2,1
0,2,3,1
1,3,5,1
1,0,2,1
5,2,8,1
6,8,15,1
1,0,2,1
2,0,3,1
1,0,2,1
0,1,2,1
2,2,5,1
5,1,7,1
3,7,11,1
0,1,2,1
11,2,14,0
0,1,2,1
1,2,4,1
0,4,5,0
5,1,7,1
0,1,2,1
0,2,3,1
3,1,5,1
7,5,13,1
14,13,28,1
1,0,2,1
0,2,3,1
1,3,5,1
5,0,6,0
1,0,2,1
6,2,9,1
0,9,10,0
28,10,39,1
15,39,55,1
0,1,2,1
1,2,4,1
4,1,6,1
1,6,8,0
8,1,10,0
10,1,12,0
1,0,2,1
2,0,3,1
1,3,5,1
12,5,18,1
1,0,2,1
18,2,21,0
55,21,77,1
0,1,2,1
2,1,4,1
0,1,2,1
0,2,3,1
3,1,5,1
4,5,10,1
1,1,3,1
0,3,4,0
1,4,6,1
10,6,17,1
1,0,2,1
1,1,3,1
0,1,2,1
2,1,4,1
3,4,8,1
2,8,11,1
1,1,3,1
11,3,15,1
1,0,2,1
1,2,4,1
1,1,3,1
3,0,4,0
1,0,2,1
4,2,7,1
4,7,12,1
0,1,2,1
2,0,3,1
1,0,2,1
3,2,6,1
1,0,2,1
0,2,3,1
1,0,2,1
3,2,6,1
6,0,7,0
6,7,14,1
12,14,27,1
0,27,28,0
15,28,44,1
1,1,3,1
3,1,5,1
44,5,50,0
1,0,2,1
0,1,2,1
1,0,2,1
2,0,3,1
2,3,6,1
2,6,9,1
50,9,60,0
0,1,2,1
2,0,3,1
1,3,5,1
0,5,6,0
0,6,7,0
1,0,2,1
0,2,3,1
1,3,5,1
7,5,13,1
60,13,74,0
17,74,92,0
77,92,170,1
11,170,182,0
0,1,2,1
2,0,3,1
1,1,3,1
0,1,2,1
2,0,3,1
0,3,4,0
4,0,5,0
3,5,9,1
0,1,2,1
1,1,3,1
2,3,6,1
1,6,8,0
9,8,18,1
3,18,22,0
1,1,3,1
1,1,3,1
3,3,7,1
22,7,30,1
0,1,2,1
0,2,3,1
30,3,34,0
1,0,2,1
1,1,3,1
0,3,4,0
0,4,5,0
0,1,2,1
5,2,8,1
1,0,2,1
2,0,3,1
1,1,3,1
3,3,7,1
8,7,16,1
16,0,17,0
2,17,20,0
1,1,3,1
1,0,2,1
0,2,3,1
1,3,5,1
0,5,6,0
3,6,10,1
1,0,2,1
0,2,3,1
3,0,4,0
0,4,5,0
1,1,3,1
5,3,9,1
10,9,20,1
0,1,2,1
20,2,23,0
23,0,24,0
20,24,45,1
34,45,80,1
0,1,2,1
2,0,3,1
0,3,4,0
4,0,5,0
80,5,86,0
182,86,269,1
1,0,2,1
0,1,2,1
2,2,5,1
5,0,6,0
1,0,2,1
1,0,2,1
2,2,5,1
6,5,12,1
1,0,2,1
12,2,15,0
269,15,285,0
1,1,3,1
0,1,2,1
3,2,6,1
6,1,8,0
0,1,2,1
1,0,2,1
0,2,3,1
1,1,3,1
3,3,7,1
2,7,10,1
8,10,19,1
0,1,2,1
1,0,2,1
2,1,4,1
1,1,3,1
0,3,4,0
1,0,2,1
0,2,3,1
3,0,4,0
0,4,5,0
4,5,10,1
4,10,15,1
0,15,16,0
2,16,19,0
1,0,2,1
1,0,2,1
2,2,5,1
1,0,2,1
5,2,8,1
1,1,3,1
0,1,2,1
3,2,6,1
0,6,7,0
7,0,8,0
0,8,9,0
1,9,11,0
0,11,12,0
8,12,21,1
19,21,41,1
19,41,61,1
0,1,2,1
1,2,4,1
0,1,2,1
2,1,4,1
1,4,6,1
0,1,2,1
1,0,2,1
1,2,4,1
2,4,7,1
7,0,8,0
8,1,10,0
6,10,17,1
4,17,22,0
61,22,84,1
1,0,2,1
1,1,3,1
1,3,5,1
2,5,8,1
84,8,93,0
1,0,2,1
2,1,4,1
4,0,5,0
0,1,2,1
2,1,4,1
4,0,5,0
0,1,2,1
5,2,8,1
5,8,14,1
0,1,2,1
2,0,3,1
3,0,4,0
14,4,19,1
0,1,2,1
2,0,3,1
0,3,4,0
1,0,2,1
2,1,4,1
4,4,9,1
19,9,29,1
93,29,123,0
1,0,2,1
0,2,3,1
1,0,2,1
0,2,3,1
1,3,5,1
3,5,9,1
1,0,2,1
1,0,2,1
0,2,3,1
0,1,2,1
0,2,3,1
3,3,7,1
2,7,10,1
10,1,12,0
9,12,22,1
1,0,2,1
2,0,3,1
1,0,2,1
0,2,3,1
3,0,4,0
3,4,8,1
22,8,31,1
1,0,2,1
31,2,34,0
1,34,36,0
0,1,2,1
0,2,3,1
1,3,5,1
5,1,7,1
1,0,2,1
2,1,4,1
0,4,5,0
0,1,2,1
0,2,3,1
0,3,4,0
5,4,10,1
1,0,2,1
2,0,3,1
1,3,5,1
0,5,6,0
0,6,7,0
1,7,9,0
1,9,11,0
0,11,12,0
10,12,23,1
0,1,2,1
2,0,3,1
1,0,2,1
3,2,6,1
6,0,7,0
7,0,8,0
1,1,3,1
1,3,5,1
8,5,14,1
23,14,38,1
7,38,46,0
0,1,2,1
1,1,3,1
0,3,4,0
2,4,7,1
46,7,54,0
0,54,55,0
36,55,92,1
123,92,216,1
0,1,2,1
1,0,2,1
2,0,3,1
3,0,4,0
2,4,7,1
1,0,2,1
7,2,10,1
0,1,2,1
0,1,2,1
2,1,4,1
2,4,7,1
10,7,18,1
18,1,20,0
0,1,2,1
1,2,4,1
4,0,5,0
5,1,7,1
1,1,3,1
3,0,4,0
0,4,5,0
5,0,6,0
1,0,2,1
2,1,4,1
1,0,2,1
4,2,7,1
1,0,2,1
7,2,10,1
1,1,3,1
0,3,4,0
0,4,5,0
10,5,16,1
6,16,23,1
7,23,31,1
1,0,2,1
1,0,2,1
2,2,5,1
0,5,6,0
31,6,38,0
0,1,2,1
0,1,2,1
0,2,3,1
1,0,2,1
2,0,3,1
1,3,5,1
3,5,9,1
2,9,12,0
1,0,2,1
12,2,15,0
38,15,54,1
20,54,75,1
1,0,2,1
2,0,3,1
1,3,5,1
0,5,6,0
1,6,8,0
1,0,2,1
2,1,4,1
8,4,13,1
1,0,2,1
2,0,3,1
3,0,4,0
1,4,6,1
13,6,20,1
1,0,2,1
0,1,2,1
1,2,4,1
1,1,3,1
4,3,8,1
1,8,10,0
0,1,2,1
0,2,3,1
10,3,14,1
1,0,2,1
2,0,3,1
0,3,4,0
14,4,19,1
1,19,21,0
1,1,3,1
3,0,4,0
4,0,5,0
5,0,6,0
6,0,7,0
21,7,29,1
2,29,32,0
1,0,2,1
1,0,2,1
0,1,2,1
2,1,4,1
2,4,7,1
1,1,3,1
1,0,2,1
3,2,6,1
7,6,14,1
1,14,16,0
2,16,19,0
1,0,2,1
2,0,3,1
0,3,4,0
19,4,24,0
32,24,57,1
0,1,2,1
1,0,2,1
2,2,5,1
0,5,6,0
57,6,64,0
1,64,66,0
20,66,87,0
75,87,163,1
216,163,380,1
1,1,3,1
1,1,3,1
3,0,4,0
4,0,5,0
1,0,2,1
5,2,8,1
8,1,10,0
3,10,14,1
0,1,2,1
2,1,4,1
4,0,5,0
5,1,7,1
7,0,8,0
14,8,23,1
0,1,2,1
2,0,3,1
3,1,5,1
5,1,7,1
7,0,8,0
1,8,10,0
10,1,12,0
1,0,2,1
2,0,3,1
0,1,2,1
3,2,6,1
12,6,19,1
19,1,21,0
23,21,45,1
0,1,2,1
2,0,3,1
1,3,5,1
5,0,6,0
0,1,2,1
6,2,9,1
1,0,2,1
2,0,3,1
0,3,4,0
0,1,2,1
4,2,7,1
9,7,17,1
1,0,2,1
2,0,3,1
1,3,5,1
1,0,2,1
5,2,8,1
0,1,2,1
1,0,2,1
2,2,5,1
5,0,6,0
8,6,15,1
1,0,2,1
1,0,2,1
2,0,3,1
0,3,4,0
2,4,7,1
15,7,23,1
17,23,41,1
45,41,87,1
380,87,468,0
285,468,754,1
0,1,2,1
0,1,2,1
2,2,5,1
1,0,2,1
2,0,3,1
0,1,2,1
2,0,3,1
1,3,5,1
1,0,2,1
5,2,8,1
8,1,10,0
0,1,2,1
2,0,3,1
3,0,4,0
0,1,2,1
1,0,2,1
2,2,5,1
5,1,7,1
1,0,2,1
7,2,10,1
1,0,2,1
0,2,3,1
3,0,4,0
4,0,5,0
5,1,7,1
7,0,8,0
10,8,19,1
4,19,24,0
10,24,35,1
3,35,39,0
5,39,45,0
0,1,2,1
2,0,3,1
1,3,5,1
0,5,6,0
6,1,8,0
8,0,9,0
1,0,2,1
1,0,2,1
2,1,4,1
2,4,7,1
9,7,17,1
0,1,2,1
17,2,20,0
1,0,2,1
1,0,2,1
2,1,4,1
2,4,7,1
0,1,2,1
1,2,4,1
4,0,5,0
7,5,13,1
0,13,14,0
1,14,16,0
1,1,3,1
0,1,2,1
2,0,3,1
3,3,7,1
7,1,9,0
1,9,11,0
1,0,2,1
2,0,3,1
3,0,4,0
4,0,5,0
11,5,17,1
17,0,18,0
0,1,2,1
0,2,3,1
3,0,4,0
1,4,6,1
1,6,8,0
1,0,2,1
0,2,3,1
0,3,4,0
0,4,5,0
5,0,6,0
8,6,15,1
15,1,17,0
18,17,36,1
1,0,2,1
0,2,3,1
1,0,2,1
1,1,3,1
2,3,6,1
6,0,7,0
0,1,2,1
2,1,4,1
4,1,6,1
0,1,2,1
6,2,9,1
7,9,17,1
3,17,21,0
36,21,58,1
16,58,75,0
20,75,96,0
45,96,142,1
1,0,2,1
2,1,4,1
0,1,2,1
4,2,7,1
0,1,2,1
2,0,3,1
7,3,11,1
0,1,2,1
0,2,3,1
0,3,4,0
0,1,2,1
1,2,4,1
4,1,6,1
6,1,8,0
8,0,9,0
4,9,14,1
11,14,26,1
26,0,27,0
1,0,2,1
0,1,2,1
1,2,4,1
4,0,5,0
1,1,3,1
0,1,2,1
3,2,6,1
1,6,8,0
0,8,9,0
5,9,15,1
1,1,3,1
0,3,4,0
15,4,20,0
1,20,22,0
2,22,25,0
1,0,2,1
2,0,3,1
3,0,4,0
25,4,30,0
27,30,58,1
1,0,2,1
2,1,4,1
0,1,2,1
0,1,2,1
1,0,2,1
2,2,5,1
2,5,8,1
0,8,9,0
1,0,2,1
0,2,3,1
3,0,4,0
9,4,14,1
1,0,2,1
1,0,2,1
2,1,4,1
0,1,2,1
2,0,3,1
4,3,8,1
0,1,2,1
0,2,3,1
0,3,4,0
0,4,5,0
8,5,14,1
14,1,16,0
2,16,19,0
1,19,21,0
21,1,23,0
14,23,38,1
4,38,43,0
58,43,102,1
142,102,245,1
754,245,1000,0
---1,1,3,1
0,3,4,0
1,0,2,1
1,2,4,1
1,0,2,1
2,0,3,1
4,3,8,1
0,8,9,0
0,1,2,1
0,2,3,1
0,1,2,1
2,0,3,1
0,3,4,0
4,0,5,0
3,5,9,1
1,9,11,0
9,11,21,1
0,1,2,1
2,0,3,1
21,3,25,0
1,1,3,1
0,3,4,0
4,1,6,1
0,1,2,1
2,0,3,1
1,0,2,1
0,1,2,1
0,2,3,1
1,0,2,1
3,2,6,1
2,6,9,1
3,9,13,1
13,0,14,0
6,14,21,1
25,21,47,1
1,0,2,1
0,1,2,1
2,0,3,1
0,3,4,0
4,0,5,0
0,5,6,0
6,0,7,0
1,1,3,1
1,3,5,1
7,5,13,1
1,0,2,1
1,1,3,1
3,1,5,1
0,5,6,0
0,6,7,0
2,7,10,1
13,10,24,1
24,0,25,0
1,0,2,1
1,2,4,1
0,4,5,0
5,1,7,1
7,0,8,0
1,0,2,1
2,1,4,1
0,4,5,0
8,5,14,1
0,1,2,1
1,2,4,1
4,0,5,0
5,0,6,0
1,1,3,1
0,3,4,0
6,4,11,1
0,1,2,1
2,1,4,1
1,1,3,1
4,3,8,1
8,0,9,0
11,9,21,1
0,1,2,1
0,2,3,1
3,1,5,1
5,1,7,1
7,0,8,0
1,0,2,1
0,2,3,1
0,1,2,1
2,1,4,1
0,4,5,0
5,0,6,0
1,0,2,1
0,2,3,1
6,3,10,1
1,1,3,1
3,0,4,0
4,0,5,0
1,1,3,1
3,1,5,1
5,5,11,1
10,11,22,1
3,22,26,0
26,1,28,0
8,28,37,0
21,37,59,1
14,59,74,0
25,74,100,1
2,100,103,0
47,103,151,1
4,151,156,0
1,0,2,1
0,2,3,1
1,3,5,1
0,1,2,1
5,2,8,1
0,1,2,1
2,0,3,1
8,3,12,1
1,1,3,1
1,3,5,1
12,5,18,1
1,0,2,1
0,2,3,1
3,1,5,1
5,0,6,0
18,6,25,1
1,25,27,0
0,1,2,1
0,2,3,1
0,1,2,1
1,2,4,1
4,1,6,1
0,6,7,0
0,7,8,0
0,1,2,1
0,1,2,1
2,2,5,1
8,5,14,1
14,1,16,0
16,0,17,0
3,17,21,0
1,0,2,1
0,2,3,1
21,3,25,0
27,25,53,1
53,0,54,0
0,1,2,1
0,1,2,1
2,0,3,1
3,1,5,1
2,5,8,1
54,8,63,0
156,63,220,1
1,1,3,1
1,1,3,1
1,1,3,1
3,0,4,0
3,4,8,1
1,0,2,1
2,1,4,1
8,4,13,1
1,0,2,1
0,2,3,1
0,1,2,1
2,0,3,1
3,3,7,1
1,7,9,0
13,9,23,1
3,23,27,0
1,1,3,1
1,0,2,1
1,2,4,1
3,4,8,1
1,0,2,1
0,2,3,1
1,0,2,1
1,2,4,1
1,1,3,1
3,1,5,1
0,1,2,1
1,2,4,1
0,4,5,0
0,5,6,0
0,1,2,1
0,1,2,1
2,2,5,1
0,5,6,0
6,6,13,1
5,13,19,1
1,0,2,1
2,1,4,1
4,0,5,0
5,0,6,0
0,6,7,0
19,7,27,1
4,27,32,0
3,32,36,0
8,36,45,0
1,0,2,1
45,2,48,0
27,48,76,1
1,1,3,1
0,3,4,0
4,0,5,0
1,1,3,1
3,1,5,1
5,5,11,1
11,1,13,0
1,0,2,1
13,2,16,0
1,1,3,1
16,3,20,0
1,1,3,1
3,1,5,1
1,0,2,1
2,1,4,1
5,4,10,1
20,10,31,1
76,31,108,1
1,0,2,1
0,1,2,1
2,0,3,1
3,1,5,1
0,5,6,0
2,6,9,1
1,0,2,1
9,2,12,0
0,12,13,0
1,0,2,1
0,2,3,1
13,3,17,0
0,17,18,0
0,1,2,1
0,1,2,1
2,1,4,1
2,4,7,1
1,0,2,1
2,1,4,1
4,1,6,1
6,0,7,0
7,7,15,1
18,15,34,1
108,34,143,0
1,1,3,1
3,0,4,0
0,4,5,0
1,0,2,1
5,2,8,1
8,1,10,0
10,1,12,0
1,1,3,1
1,0,2,1
0,2,3,1
3,3,7,1
12,7,20,1
0,1,2,1
0,1,2,1
2,2,5,1
0,1,2,1
0,2,3,1
1,3,5,1
0,5,6,0
5,6,12,1
20,12,33,1
143,33,177,0
220,177,398,1
1,0,2,1
1,0,2,1
2,2,5,1
1,0,2,1
2,0,3,1
5,3,9,1
1,0,2,1
9,2,12,0
0,1,2,1
2,1,4,1
4,0,5,0
12,5,18,1
1,18,20,0
1,1,3,1
1,3,5,1
1,0,2,1
1,0,2,1
0,1,2,1
1,2,4,1
0,4,5,0
1,0,2,1
1,2,4,1
5,4,10,1
2,10,13,0
2,13,16,0
5,16,22,1
1,1,3,1
1,3,5,1
5,1,7,1
7,0,8,0
0,8,9,0
1,1,3,1
9,3,13,1
22,13,36,1
20,36,57,1
1,0,2,1
2,0,3,1
0,3,4,0
0,1,2,1
2,1,4,1
4,4,9,1
9,1,11,0
1,0,2,1
0,2,3,1
1,0,2,1
0,1,2,1
0,2,3,1
2,3,6,1
3,6,10,1
1,10,12,0
0,1,2,1
2,1,4,1
1,0,2,1
0,1,2,1
0,2,3,1
2,3,6,1
4,6,11,1
12,11,24,1
1,0,2,1
1,2,4,1
1,0,2,1
0,2,3,1
1,0,2,1
0,2,3,1
3,3,7,1
1,0,2,1
7,2,10,1
10,1,12,0
1,0,2,1
2,1,4,1
12,4,17,1
0,17,18,0
4,18,23,0
1,0,2,1
1,1,3,1
2,3,6,1
23,6,30,0
24,30,55,1
11,55,67,0
0,1,2,1
2,1,4,1
4,1,6,1
6,1,8,0
1,8,10,0
0,10,11,0
1,1,3,1
1,0,2,1
0,2,3,1
3,3,7,1
1,0,2,1
1,0,2,1
2,2,5,1
5,0,6,0
1,6,8,0
1,8,10,0
1,0,2,1
1,2,4,1
10,4,15,1
0,1,2,1
1,0,2,1
2,0,3,1
0,3,4,0
1,4,6,1
1,0,2,1
1,2,4,1
6,4,11,1
2,11,14,0
15,14,30,1
0,1,2,1
0,2,3,1
1,3,5,1
5,1,7,1
1,0,2,1
0,1,2,1
2,2,5,1
7,5,13,1
1,1,3,1
13,3,17,0
30,17,48,1
7,48,56,0
11,56,68,0
1,0,2,1
1,0,2,1
1,0,2,1
0,2,3,1
2,3,6,1
0,6,7,0
2,7,10,1
68,10,79,0
0,1,2,1
1,2,4,1
4,0,5,0
5,0,6,0
0,1,2,1
0,1,2,1
2,0,3,1
3,0,4,0
2,4,7,1
1,0,2,1
7,2,10,1
0,10,11,0
6,11,18,1
79,18,98,0
0,1,2,1
2,0,3,1
1,3,5,1
0,5,6,0
1,6,8,0
1,0,2,1
1,2,4,1
8,4,13,1
13,0,14,0
1,14,16,0
1,16,18,0
1,0,2,1
